Name	Description_su	SRR6825935	SRR6825934	SRR6825939	SRR6825938	SRR6825941	SRR6825940	SRR6825933	SRR6825932	SRR6825926	SRR6825925	SRR6825930	SRR6825928
LOC121926740	na	9.83901291473942	10.5441199623387	9.6741442853317	11.2427318639196	10.8124303975972	11.3590168341972	10.371775553858	10.1770900364206	10.4449520391919	10.5635288926447	10.0660944660831	10.5065768255946
LOC121926745	na	8.97152199284826	0	3.14654673597234	4.25500401176105	4.48348259851012	6.49890875022373	0	0	7.81692607989473	7.13988183248868	6.94280754807387	6.4039076838189
LOC121926747	na	0	0	1.56746441321574	0	2.12901397481839	0	2.28431930320128	0	0	0	0	0
GLUL	na	13.5841238916569	12.7871802997332	13.7317936416023	8.78059080080587	13.0389559127319	12.0378001704089	14.0267270892287	12.7734520711987	13.3191454946307	12.624394711548	14.5120053285925	14.0874584877997
TGDS	na	5.28577091757084	4.81327117651241	6.41692148855072	4.33801529915791	5.52322077091702	5.08312504441443	5.34629233569966	6.13293299320717	5.2974751105603	3.29926597233067	6.87520336189408	5.89417437603103
MAP6D1	na	0	2.88362353657588	4.43431143134205	0	2.45914626931465	3.3579096515247	4.20328256632743	3.33234068975461	0	0	0	3.91784093628502
SARM1	na	3.15684045326777	5.53784269485188	5.29626480198533	4.81455747149954	4.06576124684307	4.28577820424614	5.04170612006483	5.63704045859701	3.70552001957557	4.78306037282121	4.81869508503699	5.09884855503383
ALG14	na	6.74296501015619	6.00005945167719	6.34903213851868	5.49514264386494	6.75287121469248	5.8205682552207	5.27596003973775	6.77964356922387	7.23865023087163	6.94654386702822	6.31916475147802	5.01136423463903
ALG13	na	7.51673298718695	8.08402752529338	7.11341240669182	8.74680989812521	7.59491051730086	7.6095730148094	7.52294173254396	8.17517443005626	7.96969043625795	8.92904531515112	7.20388615451755	7.98896290307703
ALG12	na	8.54373148809819	8.13812131311266	8.60309634567644	8.70050191752715	7.74616717745031	7.5943040530616	8.32366605113792	8.16380927865066	8.59420322307845	8.25796771590506	7.79780600343714	7.57390995112249
ALDH6A1	na	12.6970983978506	13.3660937730803	13.431055874768	11.5299250202253	12.8335543444909	12.5597998879938	13.5469289680908	13.0127737695951	13.2627160026187	12.3556693825197	12.4092741854219	12.8548636579305
LOC121926295	na	3.93109092752024	4.38802028172421	3.43551760119701	3.48253229470917	1.08727820989805	1.61170133000605	2.95881459603151	4.75932910773383	0	4.78306037282121	3.61633945248524	4.25904188822292
COL26A1	na	0	0	0	0	0	0	0	0	0	0	2.24932851586416	0
MGLL	na	10.1281574882233	8.4590248415879	9.52445484393867	7.19847685572988	8.88344077372906	9.18706014508325	10.3333308335073	8.67687247015253	8.68144645756488	6.92919907367081	12.2067462594395	8.58912758373406
FAM169A	na	5.64662952558654	5.46156437525981	6.70184371783761	8.24285983881509	5.81022908165869	5.49846107262239	7.20107671166058	5.49914825139716	5.0337429688858	6.85765623635907	8.17575760764791	4.81866699172868
STUM	na	3.15684045326777	0	3.97533224458307	0	0	0	0	3.62533416036169	0	6.35880648368053	0	0
LOC121928795	na	0	0	0	2.13504793028255	2.45914626931465	0	0	0	0	0	0	0
